ID,Account Type,Opening Balance,Closing Balance
R01090805,Balanced,80325.9,62633.25
O03524908,Low Risk,59638.98,50844.65
R02237496,Balanced,41610.33,32230.39
E02774586,Low Risk,26894.55,22866.93
H00393115,High Growth,45772.95,30679.94
U09922649,High Growth,44043.16,29504.55
P04537522,Balanced,28024.55,21561.64
G01425629,High Growth,37246.49,24886.24
K04034528,Balanced,35464.09,27403.82
P00455806,Balanced,25527.84,19601.0
C03192937,Low Risk,35092.53,29871.5
O00685827,Balanced,38713.02,29955.16
B09342959,Balanced,34906.48,26965.93
P07100785,Low Risk,58323.22,49720.43
B02611485,High Growth,51101.66,34300.78
O09606865,Low Risk,71478.76,60960.88
R00342024,Balanced,20377.64,15556.61
O06017648,Low Risk,31834.6,27087.84
X06348514,Balanced,20531.17,15677.18
H04941222,Balanced,52027.51,40410.87
L05160541,Low Risk,58910.66,50222.35
F01016606,High Growth,71011.51,47829.44
I00417571,Low Risk,28886.29,24568.72
T02718143,High Growth,14393.9,9358.0
Q02221792,Balanced,53272.6,41388.62
F09599241,High Growth,40096.4,26822.75
J07735415,Low Risk,18482.85,15679.74
C00631365,Low Risk,49689.72,42343.73
F06069175,Balanced,33604.17,25943.25
L05906996,Balanced,44890.17,34806.0
S05957788,High Growth,39235.2,26237.56
V09769915,Low Risk,38579.32,32850.71
J01966042,Low Risk,39187.56,33370.4
Q01614057,Balanced,8982.77,6608.36
V08119224,High Growth,47768.46,32035.88
S07013312,High Growth,26131.79,17333.85
L01397171,High Growth,25444.95,16867.14
Z00436962,High Growth,15768.59,10292.1
A08147787,High Growth,34153.42,22784.52
N05942482,High Growth,39487.47,26408.98
F01761374,Low Risk,10102.85,8519.64
J03905428,Low Risk,51320.4,43737.03
G02017707,Low Risk,22690.46,19274.84
V04436177,High Growth,11395.27,7320.44
D00245860,Balanced,32484.11,25063.68
F08117408,Balanced,32643.93,25189.18
J03253479,High Growth,62136.92,41799.19
F05266660,High Growth,77274.18,52084.9
S05125220,Low Risk,30331.65,25803.68
P05015410,Balanced,60355.96,46951.1
U02181432,Low Risk,42386.76,36103.89
Y02740113,High Growth,19530.28,12848.15
K08607587,Balanced,25515.97,19591.68
L06938777,Balanced,37817.09,29251.6
C00753588,Balanced,41406.05,32069.97
K07791342,Low Risk,12679.92,10721.56
X01825411,Balanced,25265.33,19394.86
B04933279,Balanced,48689.45,37789.53
X01008471,Balanced,38459.18,29755.83
J07066629,Low Risk,50134.6,42723.85
T02383621,Low Risk,43033.84,36656.77
Z09857695,Low Risk,13084.79,11067.49
B00271598,Balanced,39575.01,30632.07
K05216185,Low Risk,64554.94,55044.98
C04348856,Balanced,16290.31,12346.88
Z00230529,High Growth,59501.56,40008.48
M01344096,Low Risk,20639.13,17522.13
X06146796,Balanced,15351.29,11609.48
U03884337,High Growth,34017.22,22691.97
S01016760,Low Risk,33215.1,28267.37
V02583285,Low Risk,33127.82,28192.8
M08549207,High Growth,30492.93,20297.23
F00386948,Balanced,16586.98,12579.85
F04278769,High Growth,24075.7,15936.74
C02755795,Balanced,38933.34,30128.18
I04331834,High Growth,59722.93,40158.9
N00303459,High Growth,27134.47,18015.17
G03547738,Low Risk,8622.8,7255.05
Q00336987,Low Risk,30784.23,26190.37
X02368707,Balanced,7978.84,5819.99
Y06317595,Low Risk,45259.23,38558.2
D08203788,Low Risk,23260.99,19762.31
Q05372479,Low Risk,19310.54,16386.94
M05115495,Low Risk,92841.77,79214.01
W09364046,High Growth,26127.87,17331.19
U01191513,Low Risk,35397.56,30132.13
B09828469,Low Risk,16067.25,13615.79
A05652494,High Growth,37164.34,24830.42
P03928893,Balanced,73313.82,57126.75
X08109206,Balanced,17584.6,13363.27
G02269910,Low Risk,33495.98,28507.36
R01992088,High Growth,24310.46,16096.26
D06089143,Balanced,38592.58,29860.58
W02652601,High Growth,14672.41,9547.25
T09073800,Low Risk,27601.31,23470.8
N07832005,Balanced,43120.03,33415.93
U01520887,Balanced,52520.62,40798.1
X04712652,Balanced,30763.42,23712.44
I03965569,Low Risk,57917.3,49373.6
O02174544,Balanced,46494.55,36065.9
H04386442,Balanced,37883.28,29303.58
P03769679,Low Risk,17123.56,14518.33
M00171754,High Growth,31769.05,21164.35
C03028800,Low Risk,13882.62,11749.18
S06846497,Low Risk,31961.24,27196.04
H04841142,Balanced,43934.74,34055.72
M07476067,Balanced,25019.04,19201.45
O09020543,Balanced,28341.69,21810.68
U05791084,Low Risk,23301.28,19796.74
L01114087,Low Risk,25364.55,21559.65
J07846257,Low Risk,24256.08,20612.55
E07637961,Balanced,26056.9,20016.47
U02136888,High Growth,31307.26,20850.56
V07423446,Low Risk,12138.39,10258.86
I04645372,Balanced,23945.54,18358.44
Y04413779,Low Risk,29386.98,24996.52
R04061817,Balanced,75025.64,58471.02
E04746563,Balanced,34445.39,26603.85
M00636468,High Growth,19091.36,12549.91
Q06890694,High Growth,32754.25,21833.79
E07453846,High Growth,51402.59,34505.26
F03043591,Low Risk,33436.64,28456.66
A04650911,High Growth,28900.64,19215.27
V07300838,Low Risk,11557.29,9762.36
D04344535,High Growth,61855.83,41608.19
N02441164,High Growth,15916.44,10392.56
X06651647,Balanced,32327.17,24940.43
W01116637,Balanced,23915.97,18335.22
R03098774,Balanced,24224.23,18577.29
A06923371,Low Risk,47038.24,40078.24
H08225933,High Growth,31392.98,20908.81
H00119164,Balanced,40670.79,31492.58
Z00646437,Balanced,11473.16,8564.03
P03314527,Balanced,28277.38,21760.18
P08407320,Low Risk,50881.43,43361.96
E07547149,Balanced,64589.27,50275.47
X04144435,Low Risk,50410.41,42959.51
X04523350,Low Risk,24838.85,21110.48
K00357293,Balanced,26725.81,20541.75
Z06193953,Balanced,22739.88,17411.65
K04114607,Low Risk,36168.33,30790.69
C00169650,High Growth,21314.81,14060.73
C00035748,Low Risk,54504.13,46457.29
I01689325,Balanced,35012.23,27048.98
P07232124,High Growth,45252.71,30326.44
M03262791,High Growth,35272.34,23544.82
L08739055,High Growth,28502.69,18944.87
I05520608,High Growth,18097.23,11874.4
X05369667,High Growth,32915.44,21943.31
N03911435,High Growth,37339.41,24949.38
E04014045,Balanced,42080.44,32599.56
H08831566,Balanced,53856.21,41846.93
E01538269,Balanced,38981.57,30166.05
T09856070,High Growth,25038.62,16591.05
P01609973,Balanced,7192.55,5202.52
F06089789,Low Risk,21896.05,18596.07
K00658525,Balanced,25037.58,19216.01
D07318429,Balanced,43657.09,33837.68
H05819301,Balanced,77903.36,60730.86
U06709979,High Growth,32423.8,21609.25
V06710870,High Growth,19408.95,12765.71
J02795171,Balanced,36180.02,27966.03
S02050221,Low Risk,32628.78,27766.41
S00141312,Balanced,34536.39,26675.31
U07724049,Low Risk,46903.63,39963.22
O05280156,Low Risk,15716.09,13315.75
F07687670,Low Risk,45249.99,38550.31
R07950032,High Growth,40887.31,27360.17
P02607778,Balanced,35725.6,27609.18
C09601818,Low Risk,29209.78,24845.12
D05907233,Low Risk,32236.59,27431.31
E09713490,Low Risk,58872.34,50189.61
P05559605,Low Risk,57840.85,49308.28
A07779156,High Growth,22595.72,14931.1
W07781369,Low Risk,31292.13,26624.34
K02155990,Low Risk,17367.57,14726.82
P08412930,High Growth,36827.42,24601.49
X03957304,High Growth,13226.39,8564.68
D00697866,Balanced,17668.9,13429.47
J00206236,Balanced,77504.04,60417.28
D09159992,High Growth,29024.98,19299.76
X04311099,High Growth,28282.6,18795.32
D01068380,Balanced,33299.98,25704.37
V08125665,Balanced,31892.94,24599.44
V02874929,Balanced,22547.28,17260.4
F07358901,High Growth,20220.24,13316.98
D03462073,Balanced,14370.86,10839.56
K09612859,Low Risk,59372.49,50616.95
U01818928,High Growth,30914.97,20584.0
I07110423,Low Risk,44545.47,37948.35
O02450965,Low Risk,23187.44,19699.47
D00926728,High Growth,41873.52,28030.29
V02695988,Low Risk,32938.97,28031.44
M08989854,High Growth,16800.58,10993.33
V09647140,Low Risk,43150.58,36756.52
E05719556,Balanced,28808.51,22177.27
N06709296,Balanced,20932.54,15992.37
I01560703,Balanced,25784.07,19802.22
D00879662,Balanced,18933.93,14422.88
L07033102,Balanced,16823.59,12765.66
R08705784,Balanced,20620.55,15747.37
M00587954,Balanced,47611.23,36942.82
P07543572,Low Risk,29827.95,25373.3
K03701016,High Growth,44245.97,29642.36
F02498548,Balanced,27308.52,20999.35
L00359351,Balanced,32034.36,24710.49
Y02360234,High Growth,33222.71,22152.1
E06863784,High Growth,14993.54,9765.45
Q03548314,High Growth,67671.23,45559.73
B01728058,Low Risk,61447.69,52390.06
T09637842,Balanced,63471.93,49398.03
H01576489,Low Risk,53805.33,45860.22
P04387370,Low Risk,16132.14,13671.23
G02558164,High Growth,16357.82,10692.48
T01097996,High Growth,24371.17,16137.52
O03186813,Low Risk,20728.51,17598.49
J05937835,Balanced,69063.79,53789.25
G09344270,Low Risk,57853.7,49319.26
J09072400,Balanced,54093.94,42033.61
N05494774,Low Risk,34068.48,28996.52
T01678041,Balanced,49521.2,38442.7
T07113409,High Growth,51626.27,34657.25
G04007618,Low Risk,29961.02,25487.0
G01261838,Balanced,67365.66,52455.73
R03820740,High Growth,40114.17,26834.82
B07702766,High Growth,72707.8,48982.06
L04636976,High Growth,61697.22,41500.42
P03857845,High Growth,19370.51,12739.59
O02712811,Balanced,32859.92,25358.8
W07466120,Low Risk,59440.16,50674.77
X03631994,High Growth,38987.13,26069.0
Y00573420,High Growth,47719.04,32002.3
A05471722,Balanced,22917.39,17551.05
G06666229,High Growth,29503.42,19624.86
D07041096,Low Risk,43739.0,37259.28
V06574371,High Growth,20360.18,13412.06
T07995219,Balanced,16351.53,12394.96
E04343129,High Growth,19220.4,12637.59
O05549008,High Growth,66877.93,45020.69
V01085426,Low Risk,15393.47,13040.09
N02477894,High Growth,41456.09,27746.65
O02019851,High Growth,12841.57,8303.2
G04648244,Low Risk,13363.0,11305.2
J06781229,High Growth,19570.56,12875.52
U01320541,High Growth,24592.23,16287.73
D09255758,High Growth,17491.78,11463.0
S03773666,Balanced,19011.8,14484.04
X06238789,High Growth,23327.04,15428.03
G09706514,Low Risk,39588.0,33712.55
Z03011037,Low Risk,51201.16,43635.15
M05635646,High Growth,23279.58,15395.78
R06890666,Balanced,25041.06,19218.74
B00212724,Low Risk,42461.01,36167.33
Y07346519,Balanced,55535.93,43165.99
I01076432,High Growth,21398.11,14117.33
S08500073,Low Risk,46062.34,39244.4
V04677341,Low Risk,66891.97,57041.8
Z00812321,High Growth,11748.86,7560.71
P03831817,High Growth,30900.8,20574.37
U07674095,Balanced,85911.53,67019.58
F01054135,Balanced,30873.44,23798.84
D01312459,Low Risk,30005.62,25525.11
G05416829,High Growth,24089.49,15946.12
G09589704,High Growth,54105.19,36341.66
O03159730,Low Risk,17777.76,15077.29
Y01240012,High Growth,45676.91,30614.68
N04715514,High Growth,42677.97,28576.91
Y01408872,Balanced,42673.03,33064.91
H08793883,High Growth,27767.74,18445.47
V01851155,Low Risk,44006.79,37488.08
T03183249,High Growth,11605.78,7463.48
V09935708,Low Risk,47414.52,40399.74
S08268062,High Growth,13603.31,8820.8
K08688815,High Growth,44892.31,30081.55
B04835797,Low Risk,40406.53,34411.93
U09796347,High Growth,21430.14,14139.1
Q04198511,Low Risk,36435.67,31019.12
Z03099377,Low Risk,46205.03,39366.32
B07364418,High Growth,30183.08,20086.69
X03533380,Balanced,47481.85,36841.22
M05631725,Balanced,44169.98,34240.45
D09232597,Low Risk,63063.17,53770.37
Q02498892,High Growth,31496.3,20979.01
C08361974,High Growth,24319.59,16102.47
S07243553,High Growth,31342.63,20874.59
E01200876,Low Risk,18995.92,16118.12
V06109252,Low Risk,12726.73,10761.56
R03905620,Low Risk,36932.9,31443.96
F08991965,Balanced,24196.07,18555.18
R02675181,High Growth,35953.98,24007.99
H05289818,High Growth,32729.7,21817.1
V08295711,Balanced,18657.38,14205.71
Y06161769,Balanced,37501.48,29003.76
T01661855,Low Risk,41070.44,34979.19
Y07844209,Balanced,14421.63,10879.43
X07581704,Low Risk,36928.18,31439.93
S04974578,Low Risk,31971.25,27204.59
L03074206,Balanced,29714.9,22889.05
K09058384,Balanced,25506.93,19584.58
V08486653,Balanced,27607.53,21234.16
Y07588548,Low Risk,19496.92,16546.19
S08414432,Low Risk,28064.02,23866.15
N07315849,Balanced,42119.58,32630.29
F07511400,Low Risk,33793.0,28761.15
M04839749,Low Risk,34501.35,29366.38
H09423616,Low Risk,47037.24,40077.38
U05661065,Low Risk,21826.17,18536.36
G08558227,High Growth,26093.93,17308.12
Y06041569,Low Risk,61875.64,52755.71
H07604880,Balanced,43520.0,33730.03
V07007985,Low Risk,14560.65,12328.51
F09477465,Balanced,9477.39,6996.78
L03363132,High Growth,12671.84,8187.87
Z04713471,Balanced,27763.01,21356.25
F01058963,Low Risk,22810.08,19377.04
Q08425350,High Growth,43580.46,29190.15
F08556353,Balanced,27809.64,21392.87
R08099653,High Growth,36293.3,24238.56
R07854354,Balanced,18244.55,13881.52
S03450342,High Growth,8696.53,5486.66
B04277597,Low Risk,36594.01,31154.41
C08753466,Balanced,22842.03,17491.87
I09414784,Balanced,25300.23,19422.26
D07047452,Balanced,25852.81,19856.2
S02142604,Low Risk,22184.28,18842.34
E03325466,High Growth,39575.99,26469.13
W01468168,High Growth,17911.85,11748.43
I09990239,Low Risk,24679.61,20974.42
J08093222,High Growth,33691.62,22470.72
E03870867,High Growth,25493.37,16900.05
N04648215,High Growth,39576.8,26469.68
V02077135,High Growth,63781.81,42916.89
M00595744,Low Risk,51637.97,44008.37
R04036167,High Growth,24549.29,16258.55
U09470558,Low Risk,23649.04,20093.87
Y05141011,Low Risk,16133.3,13672.22
Z07451646,Low Risk,49966.88,42580.55
A00459929,Low Risk,19431.88,16490.62
G08492336,Low Risk,23577.88,20033.07
E06387966,Low Risk,21710.79,18437.78
L04499874,High Growth,17543.45,11498.11
G00519774,Low Risk,49844.82,42476.25
E02326259,Low Risk,32806.5,27918.25
F05956976,Low Risk,19849.33,16847.3
T05296144,Balanced,33788.96,26088.36
R07933543,High Growth,21184.06,13971.89
V04286412,Low Risk,43790.03,37302.88
J05664556,High Growth,13356.77,8653.27
Q07239542,High Growth,98644.84,66606.18
T08033652,Low Risk,30614.94,26045.73
F04841032,High Growth,46774.03,31360.17
O09751592,Low Risk,24048.02,20434.77
U02072643,High Growth,50896.61,34161.45
J08225305,Low Risk,56643.63,48285.34
U09153247,Low Risk,22602.74,19199.89
X02899941,Low Risk,46193.6,39356.55
F09253729,High Growth,18436.88,12105.19
V07970117,High Growth,93813.87,63323.55
G09950004,Balanced,39132.91,30284.9
X09078288,High Growth,27588.55,18323.71
C06055445,High Growth,29603.57,19692.91
I06336912,Balanced,47380.68,36761.77
P08767899,Balanced,65020.37,50614.01
Y04803247,Balanced,13397.81,10075.44
F07767697,Balanced,35359.64,27321.79
K02954302,Low Risk,28984.5,24652.63
V04815947,High Growth,30162.63,20072.79
E02040397,High Growth,14076.87,9142.58
P01956144,Balanced,18397.3,14001.48
E06722997,High Growth,37911.28,25337.97
V09599145,Balanced,17061.16,12952.22
Y09812128,Balanced,25836.37,19843.29
N03951773,Low Risk,53486.49,45587.8
A01397376,High Growth,22903.42,15140.19
F04285833,Low Risk,51659.89,44027.1
T03217886,Low Risk,94069.78,80263.25
I09034037,Low Risk,34143.39,29060.53
C09393387,Balanced,32929.7,25413.59
Q07146326,Balanced,25676.27,19717.56
G02703128,Balanced,16794.4,12742.74
Z08278245,High Growth,51682.53,34695.48
X04132246,High Growth,17211.04,11272.24
H04927599,Balanced,45330.44,35151.74
C08412135,Balanced,19641.76,14978.74
T00553202,Balanced,12323.06,9231.45
S04508989,Low Risk,17205.37,14588.23
F09639211,Low Risk,18937.05,16067.82
B05765236,High Growth,25385.51,16826.76
H09637418,High Growth,34594.59,23084.29
B09091770,Low Risk,35569.86,30279.34
N01672231,High Growth,54555.45,36647.61
J03939319,Low Risk,37440.09,31877.32
L05740134,Low Risk,93191.4,79512.74
T04531737,Low Risk,59644.02,50848.96
S04253865,Balanced,55588.95,43207.63
F09779481,High Growth,13552.65,8786.37
T05207089,High Growth,22501.54,14867.11
I03759920,Low Risk,21041.1,17865.58
Q01068175,Balanced,11542.81,8618.73
F09293154,Balanced,49676.32,38564.51
M08565479,Low Risk,45544.41,38801.87
E07005523,High Growth,33647.06,22440.45
J01092155,Balanced,31954.48,24647.76
A04155328,High Growth,31037.81,20667.47
W02220301,High Growth,74144.07,49958.0
T08687093,Balanced,45420.92,35222.8
W09551093,Balanced,26357.05,20252.17
F07448000,Balanced,46392.31,35985.62
H05499346,High Growth,34432.7,22974.29
X07216255,High Growth,31063.03,20684.61
C05450642,Low Risk,17850.8,15139.7
K07454983,Balanced,11334.63,8455.25
R00624766,High Growth,19489.28,12820.29
R01587477,Balanced,19301.63,14711.64
K05300582,Low Risk,23929.41,20333.43
M05476267,Balanced,45931.4,35623.67
D02789554,Balanced,26336.85,20236.31
N08914668,Low Risk,30600.35,26033.26
A02338190,Low Risk,92019.71,78511.62
U06959407,Low Risk,17189.79,14574.92
Q08368875,Low Risk,26605.99,22620.37
Y05657159,High Growth,28194.38,18735.37
G05838937,Low Risk,32241.79,27435.75
H04477120,High Growth,26891.64,17850.16
G05444602,Low Risk,42434.89,36145.01
J09489601,Balanced,22080.07,16893.51
D07249699,High Growth,48886.29,32795.44
Z05847545,Low Risk,11648.76,9840.51
X08395563,High Growth,21874.26,14440.88
C02167597,High Growth,52828.3,35474.02
I08265301,Balanced,61179.43,47597.76
T05138712,High Growth,16202.76,10587.11
Z04854589,Low Risk,20868.76,17718.33
I00637752,Balanced,47813.89,37101.97
R03224011,Balanced,97632.18,76223.66
L07891259,Low Risk,36249.42,30859.98
P02530366,Balanced,32865.4,25363.1
E08763881,Low Risk,41752.04,35561.57
K05939946,Balanced,41895.02,32453.95
D03387492,High Growth,48194.01,32325.04
V02837036,Low Risk,48940.07,41703.21
S09148270,Balanced,26371.92,20263.85
C08421364,High Growth,9794.54,6232.75
N05269499,Low Risk,44365.56,37794.63
H05594118,High Growth,40963.04,27411.63
T00646123,Low Risk,34555.36,29412.53
K03317851,High Growth,18262.91,11986.98
V01975601,Balanced,63397.2,49339.35
E06801288,Low Risk,30537.96,25979.95
U08391326,Balanced,28184.3,21687.09
X01170632,Low Risk,58569.72,49931.04
H00266096,High Growth,20602.25,13576.55
A05444463,Low Risk,9642.36,8126.19
A00157788,High Growth,19093.34,12551.25
K03076617,Balanced,32449.39,25036.41
U04707655,High Growth,28053.7,18639.78
X00022486,High Growth,37047.41,24750.97
G08498884,High Growth,19629.85,12915.81
S07550820,Low Risk,41956.59,35736.34
P08220278,Low Risk,35421.63,30152.69
D08040161,Balanced,18860.85,14365.5
A00596856,Low Risk,9790.94,8253.14
L07181621,Balanced,17171.24,13038.67
W03294596,High Growth,24377.27,16141.66
K04381346,High Growth,45595.49,30559.36
B05550030,Balanced,44156.13,34229.57
Y04982257,Balanced,19817.45,15116.7
J07049591,Balanced,25712.62,19746.11
S02084713,High Growth,70972.13,47802.68
I00268279,Balanced,12041.09,9010.02
J05031561,Low Risk,11407.99,9634.79
X00356609,Balanced,51401.07,39918.93
J08524173,Balanced,25218.08,19357.75
K05091577,High Growth,19268.04,12669.96
H05498542,Balanced,17060.62,12951.8
N04858147,Low Risk,22178.63,18837.52
E06162177,High Growth,39546.89,26449.36
H00803857,High Growth,30223.8,20114.35
I01611321,Balanced,14237.59,10734.91
S05567646,Balanced,42184.54,32681.31
V06653760,Low Risk,19382.29,16448.25
D04529502,Low Risk,43353.41,36929.82
D04591814,Balanced,22365.67,17117.79
P07316908,High Growth,34537.45,23045.46
X06867242,High Growth,26844.44,17818.09
B06357469,Balanced,25118.34,19279.43
Y01760734,High Growth,13295.29,8611.5
Q03747814,High Growth,19239.96,12650.88
I01051957,Low Risk,55698.59,47477.87
D09793325,Balanced,20195.55,15413.62
R05947081,Balanced,23477.15,17990.62
G04059005,Low Risk,28755.26,24456.77
F08546169,Balanced,16323.94,12373.29
B03607127,Balanced,16671.47,12646.2
B03298439,Balanced,25766.1,19788.1
T04424607,High Growth,25756.05,17078.54
X05823535,Low Risk,82313.07,70218.0
I06243756,High Growth,26989.98,17916.99
C04232511,Balanced,18604.45,14164.15
A02692977,Low Risk,9241.65,7783.81
E03961986,Balanced,32398.91,24996.77
D03248537,High Growth,43314.01,29009.1
U09397984,High Growth,31406.81,20918.2
R09530990,Low Risk,32269.16,27459.14
C01231008,Low Risk,51448.55,43846.52
U06051091,Balanced,33246.83,25662.63
Z06219602,High Growth,19690.56,12957.06
S05933189,High Growth,20819.7,13724.31
H02292692,Low Risk,47249.32,40258.59
L04162270,Balanced,46943.14,36418.18
D03650290,Balanced,61654.88,47971.13
